ID,Category,Name,File,URL,Keywords,Complexity,Use Cases,Description
68,webgl,lines / fat / wireframe,webgl_lines_fat_wireframe.html,https://threejs.org/examples/webgl_lines_fat_wireframe.html,"webgl, lines, fat, wireframe",medium,3D visualization,"Three.js webgl example demonstrating lines, fat, wireframe"
69,webgl,loader / 3dm,webgl_loader_3dm.html,https://threejs.org/examples/webgl_loader_3dm.html,"webgl, loader, 3dm",medium,model loading,"Three.js webgl example demonstrating loader, 3dm"
70,webgl,loader / 3ds,webgl_loader_3ds.html,https://threejs.org/examples/webgl_loader_3ds.html,"webgl, loader, 3ds",medium,model loading,"Three.js webgl example demonstrating loader, 3ds"
71,webgl,loader / 3dtiles,webgl_loader_3dtiles.html,https://threejs.org/examples/webgl_loader_3dtiles.html,"webgl, loader, 3dtiles",medium,model loading,"Three.js webgl example demonstrating loader, 3dtiles"
72,webgl,loader / 3mf,webgl_loader_3mf.html,https://threejs.org/examples/webgl_loader_3mf.html,"webgl, loader, 3mf",medium,model loading,"Three.js webgl example demonstrating loader, 3mf"
73,webgl,loader / 3mf / materials,webgl_loader_3mf_materials.html,https://threejs.org/examples/webgl_loader_3mf_materials.html,"webgl, loader, 3mf, materials",medium,model loading; material effects,"Three.js webgl example demonstrating loader, 3mf, materials"
74,webgl,loader / amf,webgl_loader_amf.html,https://threejs.org/examples/webgl_loader_amf.html,"webgl, loader, amf",medium,model loading,"Three.js webgl example demonstrating loader, amf"
75,webgl,loader / bvh,webgl_loader_bvh.html,https://threejs.org/examples/webgl_loader_bvh.html,"webgl, loader, bvh",medium,model loading,"Three.js webgl example demonstrating loader, bvh"
76,webgl,loader / collada,webgl_loader_collada.html,https://threejs.org/examples/webgl_loader_collada.html,"webgl, loader, collada",medium,model loading,"Three.js webgl example demonstrating loader, collada"
77,webgl,loader / collada / kinematics,webgl_loader_collada_kinematics.html,https://threejs.org/examples/webgl_loader_collada_kinematics.html,"webgl, loader, collada, kinematics",medium,model loading,"Three.js webgl example demonstrating loader, collada, kinematics"
78,webgl,loader / collada / skinning,webgl_loader_collada_skinning.html,https://threejs.org/examples/webgl_loader_collada_skinning.html,"webgl, loader, collada, skinning",medium,model loading,"Three.js webgl example demonstrating loader, collada, skinning"
79,webgl,loader / draco,webgl_loader_draco.html,https://threejs.org/examples/webgl_loader_draco.html,"webgl, loader, draco",medium,model loading,"Three.js webgl example demonstrating loader, draco"
80,webgl,loader / fbx,webgl_loader_fbx.html,https://threejs.org/examples/webgl_loader_fbx.html,"webgl, loader, fbx",medium,model loading,"Three.js webgl example demonstrating loader, fbx"
81,webgl,loader / fbx / nurbs,webgl_loader_fbx_nurbs.html,https://threejs.org/examples/webgl_loader_fbx_nurbs.html,"webgl, loader, fbx, nurbs",medium,model loading,"Three.js webgl example demonstrating loader, fbx, nurbs"
82,webgl,loader / gcode,webgl_loader_gcode.html,https://threejs.org/examples/webgl_loader_gcode.html,"webgl, loader, gcode",medium,model loading,"Three.js webgl example demonstrating loader, gcode"
83,webgl,loader / gltf,webgl_loader_gltf.html,https://threejs.org/examples/webgl_loader_gltf.html,"webgl, loader, gltf",medium,model loading,"Three.js webgl example demonstrating loader, gltf"
84,webgl,loader / gltf / animation / pointer,webgl_loader_gltf_animation_pointer.html,https://threejs.org/examples/webgl_loader_gltf_animation_pointer.html,"webgl, loader, gltf, animation, pointer",medium,character animation; model loading,"Three.js webgl example demonstrating loader, gltf, animation, pointer"
85,webgl,loader / gltf / progressive / lod,webgl_loader_gltf_progressive_lod.html,https://threejs.org/examples/webgl_loader_gltf_progressive_lod.html,"webgl, loader, gltf, progressive, lod",medium,model loading,"Three.js webgl example demonstrating loader, gltf, progressive, lod"
86,webgl,loader / gltf / avif,webgl_loader_gltf_avif.html,https://threejs.org/examples/webgl_loader_gltf_avif.html,"webgl, loader, gltf, avif",medium,model loading,"Three.js webgl example demonstrating loader, gltf, avif"
87,webgl,loader / gltf / compressed,webgl_loader_gltf_compressed.html,https://threejs.org/examples/webgl_loader_gltf_compressed.html,"webgl, loader, gltf, compressed",medium,model loading,"Three.js webgl example demonstrating loader, gltf, compressed"
88,webgl,loader / gltf / dispersion,webgl_loader_gltf_dispersion.html,https://threejs.org/examples/webgl_loader_gltf_dispersion.html,"webgl, loader, gltf, dispersion",medium,model loading,"Three.js webgl example demonstrating loader, gltf, dispersion"
89,webgl,loader / gltf / instancing,webgl_loader_gltf_instancing.html,https://threejs.org/examples/webgl_loader_gltf_instancing.html,"webgl, loader, gltf, instancing",medium,model loading,"Three.js webgl example demonstrating loader, gltf, instancing"
90,webgl,loader / gltf / iridescence,webgl_loader_gltf_iridescence.html,https://threejs.org/examples/webgl_loader_gltf_iridescence.html,"webgl, loader, gltf, iridescence",medium,model loading,"Three.js webgl example demonstrating loader, gltf, iridescence"
91,webgl,loader / gltf / sheen,webgl_loader_gltf_sheen.html,https://threejs.org/examples/webgl_loader_gltf_sheen.html,"webgl, loader, gltf, sheen",medium,model loading,"Three.js webgl example demonstrating loader, gltf, sheen"
92,webgl,loader / gltf / transmission,webgl_loader_gltf_transmission.html,https://threejs.org/examples/webgl_loader_gltf_transmission.html,"webgl, loader, gltf, transmission",medium,model loading,"Three.js webgl example demonstrating loader, gltf, transmission"
93,webgl,loader / gltf / variants,webgl_loader_gltf_variants.html,https://threejs.org/examples/webgl_loader_gltf_variants.html,"webgl, loader, gltf, variants",medium,model loading; VR/AR experience,"Three.js webgl example demonstrating loader, gltf, variants"
94,webgl,loader / gltf / anisotropy,webgl_loader_gltf_anisotropy.html,https://threejs.org/examples/webgl_loader_gltf_anisotropy.html,"webgl, loader, gltf, anisotropy",medium,model loading,"Three.js webgl example demonstrating loader, gltf, anisotropy"
95,webgl,loader / ifc,webgl_loader_ifc.html,https://threejs.org/examples/webgl_loader_ifc.html,"webgl, loader, ifc",medium,model loading,"Three.js webgl example demonstrating loader, ifc"
96,webgl,loader / imagebitmap,webgl_loader_imagebitmap.html,https://threejs.org/examples/webgl_loader_imagebitmap.html,"webgl, loader, imagebitmap",medium,model loading,"Three.js webgl example demonstrating loader, imagebitmap"
97,webgl,loader / kmz,webgl_loader_kmz.html,https://threejs.org/examples/webgl_loader_kmz.html,"webgl, loader, kmz",medium,model loading,"Three.js webgl example demonstrating loader, kmz"
98,webgl,loader / ldraw,webgl_loader_ldraw.html,https://threejs.org/examples/webgl_loader_ldraw.html,"webgl, loader, ldraw",medium,model loading,"Three.js webgl example demonstrating loader, ldraw"
99,webgl,loader / lwo,webgl_loader_lwo.html,https://threejs.org/examples/webgl_loader_lwo.html,"webgl, loader, lwo",medium,model loading,"Three.js webgl example demonstrating loader, lwo"
100,webgl,loader / md2,webgl_loader_md2.html,https://threejs.org/examples/webgl_loader_md2.html,"webgl, loader, md2",medium,model loading,"Three.js webgl example demonstrating loader, md2"
101,webgl,loader / md2 / control,webgl_loader_md2_control.html,https://threejs.org/examples/webgl_loader_md2_control.html,"webgl, loader, md2, control",medium,model loading,"Three.js webgl example demonstrating loader, md2, control"
102,webgl,loader / mdd,webgl_loader_mdd.html,https://threejs.org/examples/webgl_loader_mdd.html,"webgl, loader, mdd",medium,model loading,"Three.js webgl example demonstrating loader, mdd"
103,webgl,loader / nrrd,webgl_loader_nrrd.html,https://threejs.org/examples/webgl_loader_nrrd.html,"webgl, loader, nrrd",medium,model loading,"Three.js webgl example demonstrating loader, nrrd"
104,webgl,loader / obj,webgl_loader_obj.html,https://threejs.org/examples/webgl_loader_obj.html,"webgl, loader, obj",medium,model loading,"Three.js webgl example demonstrating loader, obj"
105,webgl,loader / pcd,webgl_loader_pcd.html,https://threejs.org/examples/webgl_loader_pcd.html,"webgl, loader, pcd",medium,model loading,"Three.js webgl example demonstrating loader, pcd"
106,webgl,loader / pdb,webgl_loader_pdb.html,https://threejs.org/examples/webgl_loader_pdb.html,"webgl, loader, pdb",medium,model loading,"Three.js webgl example demonstrating loader, pdb"
107,webgl,loader / ply,webgl_loader_ply.html,https://threejs.org/examples/webgl_loader_ply.html,"webgl, loader, ply",medium,model loading,"Three.js webgl example demonstrating loader, ply"
108,webgl,loader / stl,webgl_loader_stl.html,https://threejs.org/examples/webgl_loader_stl.html,"webgl, loader, stl",medium,model loading,"Three.js webgl example demonstrating loader, stl"
109,webgl,loader / svg,webgl_loader_svg.html,https://threejs.org/examples/webgl_loader_svg.html,"webgl, loader, svg",medium,model loading,"Three.js webgl example demonstrating loader, svg"
110,webgl,loader / texture / dds,webgl_loader_texture_dds.html,https://threejs.org/examples/webgl_loader_texture_dds.html,"webgl, loader, texture, dds",medium,model loading,"Three.js webgl example demonstrating loader, texture, dds"
111,webgl,loader / texture / exr,webgl_loader_texture_exr.html,https://threejs.org/examples/webgl_loader_texture_exr.html,"webgl, loader, texture, exr",medium,model loading; VR/AR experience,"Three.js webgl example demonstrating loader, texture, exr"
112,webgl,loader / texture / hdr,webgl_loader_texture_hdr.html,https://threejs.org/examples/webgl_loader_texture_hdr.html,"webgl, loader, texture, hdr",medium,model loading,"Three.js webgl example demonstrating loader, texture, hdr"
113,webgl,loader / texture / ktx,webgl_loader_texture_ktx.html,https://threejs.org/examples/webgl_loader_texture_ktx.html,"webgl, loader, texture, ktx",medium,model loading,"Three.js webgl example demonstrating loader, texture, ktx"
114,webgl,loader / texture / ktx2,webgl_loader_texture_ktx2.html,https://threejs.org/examples/webgl_loader_texture_ktx2.html,"webgl, loader, texture, ktx2",medium,model loading,"Three.js webgl example demonstrating loader, texture, ktx2"
115,webgl,loader / texture / lottie,webgl_loader_texture_lottie.html,https://threejs.org/examples/webgl_loader_texture_lottie.html,"webgl, loader, texture, lottie",medium,model loading,"Three.js webgl example demonstrating loader, texture, lottie"
116,webgl,loader / texture / pvrtc,webgl_loader_texture_pvrtc.html,https://threejs.org/examples/webgl_loader_texture_pvrtc.html,"webgl, loader, texture, pvrtc",medium,model loading; VR/AR experience,"Three.js webgl example demonstrating loader, texture, pvrtc"
117,webgl,loader / texture / rgbm,webgl_loader_texture_rgbm.html,https://threejs.org/examples/webgl_loader_texture_rgbm.html,"webgl, loader, texture, rgbm",medium,model loading,"Three.js webgl example demonstrating loader, texture, rgbm"
118,webgl,loader / texture / tga,webgl_loader_texture_tga.html,https://threejs.org/examples/webgl_loader_texture_tga.html,"webgl, loader, texture, tga",medium,model loading,"Three.js webgl example demonstrating loader, texture, tga"
119,webgl,loader / texture / tiff,webgl_loader_texture_tiff.html,https://threejs.org/examples/webgl_loader_texture_tiff.html,"webgl, loader, texture, tiff",medium,model loading,"Three.js webgl example demonstrating loader, texture, tiff"
120,webgl,loader / ttf,webgl_loader_ttf.html,https://threejs.org/examples/webgl_loader_ttf.html,"webgl, loader, ttf",medium,model loading,"Three.js webgl example demonstrating loader, ttf"
121,webgl,loader / usdz,webgl_loader_usdz.html,https://threejs.org/examples/webgl_loader_usdz.html,"webgl, loader, usdz",medium,model loading,"Three.js webgl example demonstrating loader, usdz"
122,webgl,loader / vox,webgl_loader_vox.html,https://threejs.org/examples/webgl_loader_vox.html,"webgl, loader, vox",medium,model loading,"Three.js webgl example demonstrating loader, vox"
123,webgl,loader / vrml,webgl_loader_vrml.html,https://threejs.org/examples/webgl_loader_vrml.html,"webgl, loader, vrml",medium,model loading; VR/AR experience,"Three.js webgl example demonstrating loader, vrml"
124,webgl,loader / vtk,webgl_loader_vtk.html,https://threejs.org/examples/webgl_loader_vtk.html,"webgl, loader, vtk",medium,model loading,"Three.js webgl example demonstrating loader, vtk"
125,webgl,loader / xyz,webgl_loader_xyz.html,https://threejs.org/examples/webgl_loader_xyz.html,"webgl, loader, xyz",medium,model loading,"Three.js webgl example demonstrating loader, xyz"
126,webgl,lod,webgl_lod.html,https://threejs.org/examples/webgl_lod.html,"webgl, lod",medium,3D visualization,Three.js webgl example demonstrating lod
127,webgl,marchingcubes,webgl_marchingcubes.html,https://threejs.org/examples/webgl_marchingcubes.html,"webgl, marchingcubes",medium,VR/AR experience,Three.js webgl example demonstrating marchingcubes
128,webgl,materials / alphahash,webgl_materials_alphahash.html,https://threejs.org/examples/webgl_materials_alphahash.html,"webgl, materials, alphahash",medium,material effects,"Three.js webgl example demonstrating materials, alphahash"
129,webgl,materials / blending,webgl_materials_blending.html,https://threejs.org/examples/webgl_materials_blending.html,"webgl, materials, blending",medium,material effects,"Three.js webgl example demonstrating materials, blending"
130,webgl,materials / blending / custom,webgl_materials_blending_custom.html,https://threejs.org/examples/webgl_materials_blending_custom.html,"webgl, materials, blending, custom",medium,material effects,"Three.js webgl example demonstrating materials, blending, custom"
131,webgl,materials / bumpmap,webgl_materials_bumpmap.html,https://threejs.org/examples/webgl_materials_bumpmap.html,"webgl, materials, bumpmap",medium,material effects,"Three.js webgl example demonstrating materials, bumpmap"
132,webgl,materials / car,webgl_materials_car.html,https://threejs.org/examples/webgl_materials_car.html,"webgl, materials, car",medium,material effects; VR/AR experience,"Three.js webgl example demonstrating materials, car"
133,webgl,materials / channels,webgl_materials_channels.html,https://threejs.org/examples/webgl_materials_channels.html,"webgl, materials, channels",medium,material effects,"Three.js webgl example demonstrating materials, channels"
134,webgl,materials / cubemap,webgl_materials_cubemap.html,https://threejs.org/examples/webgl_materials_cubemap.html,"webgl, materials, cubemap",medium,material effects,"Three.js webgl example demonstrating materials, cubemap"
135,webgl,materials / cubemap / dynamic,webgl_materials_cubemap_dynamic.html,https://threejs.org/examples/webgl_materials_cubemap_dynamic.html,"webgl, materials, cubemap, dynamic",medium,material effects,"Three.js webgl example demonstrating materials, cubemap, dynamic"
136,webgl,materials / cubemap / refraction,webgl_materials_cubemap_refraction.html,https://threejs.org/examples/webgl_materials_cubemap_refraction.html,"webgl, materials, cubemap, refraction",medium,material effects,"Three.js webgl example demonstrating materials, cubemap, refraction"
137,webgl,materials / cubemap / mipmaps,webgl_materials_cubemap_mipmaps.html,https://threejs.org/examples/webgl_materials_cubemap_mipmaps.html,"webgl, materials, cubemap, mipmaps",medium,material effects,"Three.js webgl example demonstrating materials, cubemap, mipmaps"
138,webgl,materials / cubemap / render / to / mipmaps,webgl_materials_cubemap_render_to_mipmaps.html,https://threejs.org/examples/webgl_materials_cubemap_render_to_mipmaps.html,"webgl, materials, cubemap, render, to, mipmaps",medium,material effects,"Three.js webgl example demonstrating materials, cubemap, render, to, mipmaps"
